statefips,year,month,ds_pm_pred
8,2012,8,7.934524494043175
8,2012,9,7.2524800719219025
8,2012,10,5.062607666218874
8,2012,11,6.752526847585862
8,2012,12,6.375417660293403
8,2013,1,6.959766027769707
8,2013,2,5.331220377880912
8,2013,3,5.855634384198801
8,2013,4,5.305439250480871
8,2013,5,4.781623582586256
8,2013,6,7.340633255546066
8,2013,7,6.297260636216508
8,2013,8,5.878412396805862
8,2013,9,4.340611617578355
8,2013,10,4.992339986738703
8,2013,11,6.004394948417835
8,2013,12,7.196816756184604
8,2014,1,5.308703313136878
8,2014,2,8.337103513634082
8,2014,3,5.151187701222976
8,2014,4,4.571480750253029
8,2014,5,5.041400431945615
8,2014,6,5.576055950085826
8,2014,7,7.1268190830223155
8,2014,8,5.1400018886966885
8,2014,9,5.166173522932981
8,2014,10,4.788015782721458
8,2014,11,5.60594986664258
8,2014,12,7.945681103948725
9,2011,1,14.119037412250755
9,2011,2,11.67995882278918
9,2011,3,6.230622591738932
9,2011,4,7.328871541970271
9,2011,5,7.313190229094594
9,2011,6,9.081938614576428
9,2011,7,12.358489652959843
9,2011,8,7.97733487999468
9,2011,9,8.11008172533711
9,2011,10,6.630493937026087
9,2011,11,10.043040179208164
9,2011,12,10.137943835308642
9,2012,1,8.022083586438562
9,2012,2,9.111493749453208
9,2012,3,7.8314105066448745
9,2012,4,5.966305765360411
9,2012,5,7.19528972301148
9,2012,6,8.029526888342339
9,2012,7,9.937433052090972
9,2012,8,9.653600732609132
9,2012,9,6.515704772529993
9,2012,10,6.4565464272416015
9,2012,11,10.061857825214007
9,2012,12,9.127250113883152
9,2013,1,11.057593598080274
9,2013,2,8.409011498400117
9,2013,3,5.137863348347394
9,2013,4,5.804353791546659
9,2013,5,7.532511713713349
9,2013,6,8.86886734399853
9,2013,7,10.82850686100778
9,2013,8,8.81010748120768
9,2013,9,6.131541499622898
9,2013,10,7.5567657909069
9,2013,11,6.992548956263931
9,2013,12,12.018644299335753
9,2014,1,13.318851084946981
9,2014,2,14.584191229980705
9,2014,3,8.970091828041088
9,2014,4,6.073308203158072
9,2014,5,6.671152278104005
9,2014,6,7.127827599425712
9,2014,7,8.287820839176407
9,2014,8,7.0944406803562154
9,2014,9,6.470272763803653
9,2014,10,5.892773513602549
9,2014,11,8.122568362649888
9,2014,12,6.33991243166224
10,2011,1,14.069295642783674
10,2011,2,9.651085411461795
10,2011,3,6.630130588010451
10,2011,4,8.084702923584818
10,2011,5,9.466339366541636
10,2011,6,12.842639860934813
10,2011,7,14.832204101280848
10,2011,8,8.967162343735934
10,2011,9,7.18885984280221
10,2011,10,7.066326362168484
10,2011,11,7.985598673355868
10,2011,12,9.161982880720181
10,2012,1,9.374899850919173
10,2012,2,11.780469418260944
10,2012,3,8.131116862317038
10,2012,4,7.080913347046124
10,2012,5,7.59745567507448
10,2012,6,10.467297191056758
10,2012,7,11.181113371482413
10,2012,8,9.903082103853952
10,2012,9,7.245958734426744
10,2012,10,7.114380399317016
10,2012,11,10.153663706712008
10,2012,12,9.809524474790667
10,2013,1,12.722772201650825
10,2013,2,9.992467945387654
10,2013,3,7.344804074837232
10,2013,4,7.543029876048222
10,2013,5,7.809841666248221
10,2013,6,8.36727740146234
10,2013,7,10.384915576368776
10,2013,8,9.202338653214461
10,2013,9,6.796773956561538
10,2013,10,8.523824260282069
10,2013,11,6.7766586113772185
10,2013,12,11.821389727455145
10,2014,1,11.429417971339952
10,2014,2,14.28584504454569
10,2014,3,10.45839862979544
10,2014,4,7.7171742784982476
10,2014,5,9.159752832651499
10,2014,6,8.253637194759627
10,2014,7,9.28937506435009
10,2014,8,8.306122127274685
10,2014,9,7.2736782380078635
10,2014,10,6.637208316357515
10,2014,11,9.74073265289062
10,2014,12,11.332019239041582
11,2011,1,13.032144823752027
11,2011,2,9.820162554981527
11,2011,3,6.836834370877636
11,2011,4,8.389280565735568
11,2011,5,10.959143212611353
11,2011,6,13.280274601759357
11,2011,7,16.14281274427825
11,2011,8,10.93991628649922
11,2011,9,8.114248198217524
11,2011,10,7.913578592539197
11,2011,11,9.433070831843574
11,2011,12,9.791065930757197
11,2012,1,8.911565568530705
11,2012,2,10.218520976076293
11,2012,3,8.793046669912721
11,2012,4,7.261575258810247
11,2012,5,8.480872434312936
11,2012,6,11.283780069608996
11,2012,7,12.314029655818056
11,2012,8,12.510783279976039
11,2012,9,8.528373475207403
11,2012,10,8.179268778995814
11,2012,11,12.072103947378139
11,2012,12,11.999609463517775
11,2013,1,12.141959344534325
11,2013,2,9.742835531663916
11,2013,3,7.1948111953952605
11,2013,4,7.901277351681521
11,2013,5,8.094622602877454
11,2013,6,9.169730778818987
11,2013,7,10.085283436484056
11,2013,8,10.218800545863031
11,2013,9,8.068702791835756
11,2013,10,9.392102171844126
11,2013,11,8.040041222633173
11,2013,12,11.854907881027039
11,2014,1,9.618515539070273
11,2014,2,12.7421276464635
11,2014,3,9.886250428677574
11,2014,4,7.924957224660925
11,2014,5,9.86083725801682
11,2014,6,10.536119745922637
11,2014,7,10.708969697471147
11,2014,8,10.170572122554026
11,2014,9,7.958761291867104
11,2014,10,7.112958719455718
11,2014,11,9.504736404117029
11,2014,12,10.998255575513399
12,2011,1,7.814381788952398
12,2011,2,8.950344767768946
12,2011,3,8.250697460880932
12,2011,4,8.063113659269694
12,2011,5,9.398555500902004
12,2011,6,9.505158999214014
12,2011,7,6.559093146041641
12,2011,8,7.324174037979438
12,2011,9,6.454417505028503
12,2011,10,6.049312593242067
12,2011,11,5.164439262680395
12,2011,12,5.922174403256167
12,2012,1,7.818403076070848
12,2012,2,7.128349673829608
12,2012,3,6.19227587038806
12,2012,4,7.611448654476171
12,2012,5,8.098464250469574
12,2012,6,6.969814351121856
12,2012,7,8.318249989693935
12,2012,8,6.7513051003915745
12,2012,9,5.692092404007168
12,2012,10,6.435679639546273
12,2012,11,9.090829455773621
12,2012,12,6.4834543478790705
12,2013,1,8.381731906014712
12,2013,2,6.737168236654794
12,2013,3,9.223257251159936
12,2013,4,6.659863360899849
12,2013,5,6.405931347760345
12,2013,6,6.747928291364012
12,2013,7,6.530796562040026
12,2013,8,6.568753008798935
12,2013,9,5.9469180540378375
12,2013,10,6.572181644321385
12,2013,11,5.201251106836959
12,2013,12,6.655849764915315
12,2014,1,7.824155900650103
12,2014,2,7.478303812029431
12,2014,3,7.578219053163985
12,2014,4,7.419283000159993
12,2014,5,8.409942916304596
12,2014,6,8.549915522862864
12,2014,7,8.489225451201063
12,2014,8,7.915915647009057
12,2014,9,5.832673545070392
12,2014,10,7.4997635706913215
12,2014,11,8.164669049244047
12,2014,12,9.038654135515966
13,2011,1,10.97770277473507
13,2011,2,11.942262370708828
13,2011,3,11.14355761348644
13,2011,4,10.589535035751672
13,2011,5,12.76500526385742
13,2011,6,15.749174462267051
13,2011,7,13.650554158005823
13,2011,8,13.489449634920579
13,2011,9,9.784148330509895
13,2011,10,8.485287332797004
13,2011,11,7.98584232593377
13,2011,12,9.189594657397715
13,2012,1,9.19265665050979
13,2012,2,10.128769773211948
13,2012,3,10.06228228631014
13,2012,4,10.236893102993864
13,2012,5,10.12009642127248
13,2012,6,9.917437857953955
13,2012,7,10.831777157182486
13,2012,8,9.315211797959064
13,2012,9,8.927711336334518
13,2012,10,8.480033046627817
13,2012,11,12.023858177216832
13,2012,12,8.882381503428217
13,2013,1,10.59764007147999
13,2013,2,8.096629579476755
13,2013,3,9.395967805416506
13,2013,4,8.432461775736106
13,2013,5,8.389454518409044
13,2013,6,9.738063727494255
13,2013,7,7.888609160315446
13,2013,8,9.96815755843906
13,2013,9,11.235035995567507
13,2013,10,10.323757631844774
13,2013,11,9.17853901764385
13,2013,12,9.608049182005582
13,2014,1,10.173732808518997
13,2014,2,10.330963461716795
13,2014,3,11.581677204347823
13,2014,4,10.335246350634556
13,2014,5,10.678765040137932
13,2014,6,10.305713201653415
13,2014,7,11.475575656718522
13,2014,8,11.57996570329592
13,2014,9,8.196350795317764
13,2014,10,9.967525613689038
13,2014,11,11.372081520354792
13,2014,12,11.028529283550009
16,2011,1,12.36712362646328
16,2011,2,7.151012867807885
16,2011,3,5.169164022840442
16,2011,4,5.576378169079336
16,2011,5,4.799957058872448
16,2011,6,6.100906255816555
16,2011,7,7.2037197786672476
16,2011,8,7.241648936904168
16,2011,9,7.976478774317441
16,2011,10,6.51048503761077
16,2011,11,7.626411353339791
16,2011,12,11.541912099221966
16,2012,1,6.841720899372486
16,2012,2,6.053086698553983
16,2012,3,4.672890213104495
16,2012,4,4.877153567399174
16,2012,5,6.696818813070818
16,2012,6,4.800359451173704
16,2012,7,7.230387962096509
16,2012,8,11.456197330004022
16,2012,9,12.670481957727327
16,2012,10,6.756474071247392
16,2012,11,7.10160946381103
16,2012,12,5.667111752588252
16,2013,1,14.455378585792074
16,2013,2,8.184413801507947
16,2013,3,6.014484402295418
16,2013,4,4.3409346616986255
16,2013,5,4.429974419837544
16,2013,6,4.887051133960655
16,2013,7,6.999787783137084
16,2013,8,8.135260793842113
16,2013,9,4.791472925935673
16,2013,10,6.998397301857652
16,2013,11,8.102275371053752
16,2013,12,11.695686911016729
16,2014,1,14.166298085977902
16,2014,2,7.8810226931143195
16,2014,3,6.426824689653987
16,2014,4,5.640963549250188
16,2014,5,5.619725251262738
16,2014,6,5.464088747277568
16,2014,7,9.361356666917645
16,2014,8,8.205844565650715
16,2014,9,6.998098434382795
16,2014,10,6.437710473127848
16,2014,11,8.84056412102944
16,2014,12,8.245331325251156
17,2011,1,15.58027206014359
17,2011,2,12.344967684919627
17,2011,3,11.27194400559243
17,2011,4,9.231802376177523
17,2011,5,9.853407622830463
17,2011,6,12.431143457621003
17,2011,7,15.707440365235101
17,2011,8,12.194141204370199
17,2011,9,9.22448460873594
17,2011,10,10.342304104302043
17,2011,11,8.856984557270053
17,2011,12,10.615698479076498
17,2012,1,10.417098635189
17,2012,2,10.67175168130529
17,2012,3,9.778524900998617
17,2012,4,9.159336244876938
17,2012,5,10.355038689678162
17,2012,6,10.143191018315857
17,2012,7,13.068019358702871
17,2012,8,10.699203203559183
17,2012,9,8.650168493704044
17,2012,10,7.967029501744141
17,2012,11,15.776371722355703
17,2012,12,11.78527867926323
17,2013,1,11.66826500210959
17,2013,2,10.630348508582905
17,2013,3,9.964506170213054
17,2013,4,8.393446631360682
17,2013,5,9.420062417166266
17,2013,6,10.442120752583387
17,2013,7,11.407290629897469
17,2013,8,11.953993250586542
17,2013,9,10.924872812387727
17,2013,10,8.197246996917535
17,2013,11,9.069812702043007
17,2013,12,13.000401885431092
17,2014,1,9.918343934529013
17,2014,2,15.639503144865373
17,2014,3,14.476292580613148
17,2014,4,9.671916919674606
17,2014,5,9.314240438225534
17,2014,6,10.875263289884613
17,2014,7,11.955291673969032
17,2014,8,14.585322725404133
17,2014,9,10.992999764872163
17,2014,10,8.093833659149006
17,2014,11,10.566269744410794
17,2014,12,13.510037276470625
18,2011,1,15.11463643665115
18,2011,2,12.206729129572064
18,2011,3,9.986451038925743
18,2011,4,8.419430897155102
18,2011,5,10.268766430021206
18,2011,6,11.943172338860563
18,2011,7,16.451451221626318
18,2011,8,12.22285308131248
18,2011,9,9.488101434679573
18,2011,10,9.16645768470743
18,2011,11,8.123843902460653
18,2011,12,10.700290273759443
18,2012,1,10.523214626052606
18,2012,2,11.013285659433304
18,2012,3,9.959695858815847
18,2012,4,8.933348895618856
18,2012,5,11.235290087996159
18,2012,6,10.385811914524554
18,2012,7,13.160550432632085
18,2012,8,10.635434319368871
18,2012,9,9.067055009485863
18,2012,10,7.887762201986423
18,2012,11,16.813857153137285
18,2012,12,12.210061433309981
18,2013,1,12.99237138843486
18,2013,2,11.256371792268487
18,2013,3,9.998668727776918
18,2013,4,8.810668733946386
18,2013,5,9.471583707680168
18,2013,6,11.078314132535958
18,2013,7,11.218173325558107
18,2013,8,12.409473445240177
18,2013,9,11.06447223798224
18,2013,10,9.314816126177883
18,2013,11,8.898074126550089
18,2013,12,13.56611308090108
18,2014,1,10.20104079997375
18,2014,2,16.68937792102239
18,2014,3,14.370951582484901
18,2014,4,10.08243632308315
18,2014,5,9.613394981644872
18,2014,6,11.525922530377732
18,2014,7,12.75289859878542
18,2014,8,14.342256084526152
18,2014,9,10.699965606371974
18,2014,10,8.234100679779205
18,2014,11,10.559791870230113
18,2014,12,13.443268967718753
19,2011,1,13.701297785685513
19,2011,2,11.043238725544812
19,2011,3,11.34553959222632
19,2011,4,7.56247835830227
19,2011,5,8.114474848171294
19,2011,6,9.269905452311066
19,2011,7,12.553249826786995
19,2011,8,8.94739639778478
19,2011,9,7.810651184222116
19,2011,10,7.981663237399491
19,2011,11,8.996843054393443
19,2011,12,9.448332918547719
19,2012,1,9.003102982384428
19,2012,2,10.249777148588024
19,2012,3,9.483961337338922
19,2012,4,8.581493858679776
19,2012,5,8.330200818576898
19,2012,6,9.149804156219647
19,2012,7,11.233511522686818
19,2012,8,8.936340577671015
19,2012,9,7.7128291428841695
19,2012,10,7.440781036565798
19,2012,11,12.485189357521646
19,2012,12,12.928427971681932
19,2013,1,9.474981067476866
19,2013,2,11.453974971950347
19,2013,3,10.52224823747322
19,2013,4,7.291413773081426
19,2013,5,7.3196013441200085
19,2013,6,8.639753620786696
19,2013,7,10.610640246219004
19,2013,8,10.957536197303964
19,2013,9,8.941269213715405
19,2013,10,6.039947326360837
19,2013,11,8.097558282532132
19,2013,12,12.445060291516162
19,2014,1,8.54641706668056
19,2014,2,11.527401114574154
19,2014,3,11.752636923081006
19,2014,4,9.212017057394233
19,2014,5,7.791738670536612
19,2014,6,7.5329129984815255
19,2014,7,9.076270290296133
19,2014,8,10.351464383397618
19,2014,9,7.704875552940322
19,2014,10,6.41809309645114
19,2014,11,8.124000958538474
19,2014,12,12.809908051579061
20,2011,1,11.92457781339935
20,2011,2,9.906419566015222
20,2011,3,11.316905599670168
20,2011,4,10.051960845118014
20,2011,5,7.843665192376012
20,2011,6,10.80540003424006
20,2011,7,10.776980791285247
20,2011,8,9.491834087752347
20,2011,9,7.703689211226589
20,2011,10,7.503842814952668
20,2011,11,8.037143246485522
20,2011,12,9.86459116623407
20,2012,1,8.191700152150592
20,2012,2,8.647015012925127
20,2012,3,8.733875057326166
20,2012,4,7.674556395505329
20,2012,5,8.83864211580735
20,2012,6,9.57809691458226
20,2012,7,10.063342797213489
20,2012,8,9.243678042466254
20,2012,9,7.861703383740156
20,2012,10,7.500130450587
20,2012,11,10.557281951438231
20,2012,12,11.23481298704242
20,2013,1,9.597105242505412
20,2013,2,9.32560227233907
20,2013,3,9.12927011732745
20,2013,4,6.881441071700095
20,2013,5,7.065628096450435
20,2013,6,8.859860774903838
20,2013,7,9.361883141125952
20,2013,8,10.722899949637739
20,2013,9,8.497798523619535
20,2013,10,5.889770704657439
20,2013,11,7.313446771346606
20,2013,12,11.784331618564966
20,2014,1,7.434529107840792
20,2014,2,10.054327092220277
20,2014,3,11.20152440618771
20,2014,4,9.773323899814601
20,2014,5,7.729214356719526
20,2014,6,8.123655335070698
20,2014,7,9.98435749630161
20,2014,8,10.038042199750002
20,2014,9,7.990874363876381
20,2014,10,7.172188102656697
20,2014,11,7.065375995179215
20,2014,12,9.81042038192146
21,2011,1,13.599996617868655
21,2011,2,10.535344494988397
21,2011,3,9.434486868749111
21,2011,4,8.400611301956035
21,2011,5,10.2771883674069
21,2011,6,12.335948223736372
21,2011,7,16.253932594334128
21,2011,8,12.930551759081212
21,2011,9,9.726119177700795
21,2011,10,7.873716486494478
21,2011,11,7.175094507879905
21,2011,12,9.425245817516734
21,2012,1,8.957733519160136
21,2012,2,9.386708957156952
21,2012,3,9.033502509856643
21,2012,4,8.493177672125777
21,2012,5,11.478016293803053
21,2012,6,11.012950921768653
21,2012,7,12.352148512053052
21,2012,8,11.52671150094719
21,2012,9,8.858912102274227
21,2012,10,7.708560843256058
21,2012,11,14.10665096548001
21,2012,12,10.119879581955546
21,2013,1,12.325099880038119
21,2013,2,9.469304622484527
21,2013,3,9.64525096154289
21,2013,4,8.240737175451795
21,2013,5,8.586604382117606
21,2013,6,11.014248600290642
21,2013,7,10.186343196512318
21,2013,8,12.13334241456226
21,2013,9,11.571978546313968
21,2013,10,9.334653039018308
21,2013,11,8.31757726798346
21,2013,12,11.02885565012706
21,2014,1,8.984775088969483
21,2014,2,13.522735335439737
21,2014,3,12.189639168932622
21,2014,4,9.391730143149008
21,2014,5,9.493033751265013
21,2014,6,11.26918525795799
21,2014,7,12.546291243604609
21,2014,8,14.145945358655963
21,2014,9,9.924618796315464
21,2014,10,8.527994409319435
21,2014,11,10.000934388945165
21,2014,12,11.826595413539684
22,2011,1,9.16892585938091
22,2011,2,8.887951153974738
22,2011,3,8.974600247420907
22,2011,4,9.06981828061293
22,2011,5,9.075090125482715
22,2011,6,12.221592421434968
22,2011,7,9.591231187002972
22,2011,8,11.916279296573867
22,2011,9,10.007142590306403
22,2011,10,9.400018626466368
22,2011,11,7.304219327747368
22,2011,12,8.469826517391017
22,2012,1,8.99151772009147
22,2012,2,7.745574316798677
22,2012,3,7.366816556049778
22,2012,4,8.785057977707398
22,2012,5,11.680103011885054
22,2012,6,10.654895008486161
22,2012,7,9.443300227616037
22,2012,8,8.947109372743338
22,2012,9,9.522387564954073
22,2012,10,9.036268766352585
22,2012,11,10.508768377542163
22,2012,12,8.003479109713075
22,2013,1,8.198882394322741
22,2013,2,7.394215383808712
22,2013,3,8.507874758129244
22,2013,4,7.432488313517754
22,2013,5,7.7241471288439385
22,2013,6,9.411364008679117
22,2013,7,9.419434723598053
22,2013,8,10.260919372597499
22,2013,9,10.469972694148693
22,2013,10,7.725737085379607
22,2013,11,7.60898710920368
22,2013,12,9.843576592139451
22,2014,1,8.618530008549591
22,2014,2,8.697944860945139
22,2014,3,8.61902357764415
22,2014,4,8.271023903030956
22,2014,5,7.80894202749409
22,2014,6,9.185941876256374
22,2014,7,11.500034671005121
22,2014,8,11.173390951396343
22,2014,9,8.44417799851255
22,2014,10,7.97354295837876
22,2014,11,8.04078729538713
22,2014,12,9.346255151038667
23,2011,1,9.977618029740514
23,2011,2,9.722017538375992
23,2011,3,6.153614590386143
23,2011,4,6.134463287316708
23,2011,5,5.566439713933718
23,2011,6,7.442319554760322
23,2011,7,9.03368673651226
23,2011,8,6.82157249906474
23,2011,9,6.894655656885799
23,2011,10,5.7477304572691965
23,2011,11,7.984744092526689
23,2011,12,8.809807125667211
23,2012,1,8.214910909299995
23,2012,2,8.986494342273899
23,2012,3,7.749559307150195
23,2012,4,5.972352351582234
23,2012,5,6.761283913498658
23,2012,6,5.959457253922095
23,2012,7,8.315913623150355
23,2012,8,7.746286997735531
23,2012,9,5.084525023229947
23,2012,10,5.5294831048004545
23,2012,11,7.6328695159663065
23,2012,12,7.406421347657601
23,2013,1,9.05454551390631
23,2013,2,7.068296609214856
23,2013,3,5.240427091667397
23,2013,4,5.613904661644056
23,2013,5,5.380620484724591
23,2013,6,6.854713068840734
23,2013,7,8.011911744736995
23,2013,8,7.428083050455799
23,2013,9,4.943981722888503
23,2013,10,5.527483375518375
23,2013,11,6.333313350672302
23,2013,12,9.245145085808572
23,2014,1,10.494603262424521
23,2014,2,10.010283444711146
23,2014,3,8.53860574530211
23,2014,4,5.524857573485402
23,2014,5,4.380491374071424
23,2014,6,5.729541132455228
23,2014,7,7.848447925247651
23,2014,8,6.2153045865899
23,2014,9,5.108971552299342
23,2014,10,4.750664266651684
23,2014,11,7.769683769574713
23,2014,12,6.183284515093488
24,2011,1,12.994776292510227
24,2011,2,9.74775262420849
24,2011,3,6.636638218078181
24,2011,4,8.015456580815565
24,2011,5,10.417759062159144
24,2011,6,13.194569539700879
24,2011,7,14.897302444469169
24,2011,8,10.386329995314854
24,2011,9,8.059454097299833
24,2011,10,7.393356795855071
24,2011,11,8.846883899687633
24,2011,12,9.598021004467475
24,2012,1,8.757592771333787
24,2012,2,10.047986332475778
24,2012,3,8.983001566975595
24,2012,4,7.175861178481637
24,2012,5,8.755519383596742
24,2012,6,10.668966925367974
24,2012,7,11.842627932429233
24,2012,8,11.42344108405788
24,2012,9,7.956811252001145
24,2012,10,7.285221829909285
24,2012,11,10.924072598318388
24,2012,12,11.045703028311175
24,2013,1,12.226910284618034
24,2013,2,9.648891307556253
24,2013,3,7.082330839997181
24,2013,4,7.673703335243698
24,2013,5,7.939297443231289
24,2013,6,8.780497494380665
24,2013,7,10.030521768266325
24,2013,8,9.9091750076664
24,2013,9,7.547872378071519
24,2013,10,8.562605802928097
24,2013,11,7.399267486312822
24,2013,12,11.51832722135554
24,2014,1,10.040379405698056
24,2014,2,12.834816019859614
24,2014,3,10.290751618073909
24,2014,4,8.031397938952923
24,2014,5,9.467659659237219
24,2014,6,9.424074118876318
24,2014,7,10.142195942514515
24,2014,8,9.548637223367335
24,2014,9,7.4815706120937735
24,2014,10,7.033720441255435
24,2014,11,9.628165613203432
24,2014,12,10.917713923256132
25,2011,1,13.257965498401127
25,2011,2,11.226772449224983
25,2011,3,6.684371087736316
25,2011,4,7.054420357497552
25,2011,5,7.25185263088008
25,2011,6,8.958188521586711
25,2011,7,12.302539666558474
25,2011,8,8.134285692374954
25,2011,9,8.767249664046023
25,2011,10,6.801910923030943
25,2011,11,9.557707347601854
25,2011,12,9.437496364526167
25,2012,1,7.829944857395195
25,2012,2,8.73383941195038
25,2012,3,7.724765708336634
